Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100.0+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100.0+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
Abvc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;2000
Abhc1;Vpar-MALLALES;Valleupar;Cesar;Lg;100+4900;4000
Abjc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;6000
Abuc1;Vpar-Guatapuri;Valleupar;Cesar;Lg;100+4900;8000
